0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1986,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3705,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1956,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1374,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,95,2563,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3939,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,3558,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,8010,0,10,0,0,0,0,3231,0
0,0,0,0,0,0,0,0,6183,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,3229,0,0,0,26,0,0
0,0,0,0,0,0,0,0,0,0,1048,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,56,1821,30,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,896,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1049,0,0
0,0,0,19,0,0,0,242,0,3,0,0,0,0,6984,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1786
