class_id,class_name,precision,recall,f1,support
0,Alfalfa,0.0,0.0,0.0,37
1,Corn-notill,0.16278065630397237,0.9903677758318739,0.2796044499381953,1142
2,Corn-mintill,0.015037593984962405,0.0030120481927710845,0.005018820577164366,664
3,Corn,0.6666666666666666,0.010582010582010581,0.020833333333333332,189
4,Grass-pasture,0.0,0.0,0.0,387
5,Grass-trees,0.0,0.0,0.0,584
6,Grass-pasture-mowed,0.0,0.0,0.0,22
7,Hay-windrowed,0.0,0.0,0.0,382
8,Oats,0.00985663082437276,0.6875,0.019434628975265017,16
9,Soybean-notill,0.0,0.0,0.0,778
10,Soybean-mintill,0.0,0.0,0.0,1965
11,Soybean-clean,0.0,0.0,0.0,475
12,Wheat,0.0,0.0,0.0,164
13,Woods,0.0,0.0,0.0,1012
14,Buildings-Grass-Trees-Drives,0.0,0.0,0.0,308
15,Stone-Steel-Towers,0.0,0.0,0.0,75
